architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count
arm,Non-Crypto,clang,o0.elf,prng_arm_clang_O0.elf,_init,0001044c,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,1.6229810522232802,0.1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
arm,Non-Crypto,clang,o0.elf,prng_arm_clang_O0.elf,raise,0001046c,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
arm,Non-Crypto,clang,o0.elf,prng_arm_clang_O0.elf,__libc_start_main,00010478,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
arm,Non-Crypto,clang,o0.elf,prng_arm_clang_O0.elf,__cxa_finalize,00010484,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
arm,Non-Crypto,clang,o0.elf,prng_arm_clang_O0.elf,printf,00010490,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
arm,Non-Crypto,clang,o0.elf,prng_arm_clang_O0.elf,memcpy,0001049c,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
arm,Non-Crypto,clang,o0.elf,prng_arm_clang_O0.elf,time,000104a8,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
arm,Non-Crypto,clang,o0.elf,prng_arm_clang_O0.elf,memset,000104c0,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
arm,Non-Crypto,clang,o0.elf,prng_arm_clang_O0.elf,abort,000104cc,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,0,0,0,3,2.048913382770813,0.14285714285714285,16,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
arm,Non-Crypto,clang,o0.elf,prng_arm_clang_O0.elf,_start,000104d8,Non-Crypto,1,2,3,2,0,1.0,15.0,1,3,0,0,0,0,15,1.1991800916691826,0.041666666666666664,30,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
arm,Non-Crypto,clang,o0.elf,prng_arm_clang_O0.elf,call_weak_fn,0001050c,Non-Crypto,3,3,2,1,0,0.3333333333333333,3.3333333333333335,0,4,0,0,0,0,10,1.1760608222005091,0.07619047619047618,48,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
arm,Non-Crypto,clang,o0.elf,prng_arm_clang_O0.elf,deregister_tm_clones,00010530,Non-Crypto,4,5,3,0,0,0.0,3.25,1,5,0,0,0,0,13,1.4717346409685779,0.16666666666666666,20,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
arm,Non-Crypto,clang,o0.elf,prng_arm_clang_O0.elf,register_tm_clones,0001055c,Non-Crypto,4,5,3,0,0,0.0,4.0,1,5,0,0,0,0,16,1.2973197446672957,0.20295698924731181,86,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
arm,Non-Crypto,clang,o0.elf,prng_arm_clang_O0.elf,__do_global_dtors_aux,00010590,Non-Crypto,5,8,5,2,0,0.25,4.0,2,7,0,0,0,0,20,1.439674317334433,0.06583333333333333,40,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
arm,PRNG,clang,o0.elf,prng_arm_clang_O0.elf,lcg_pm_init,000105d8,PRNG,4,5,3,0,0,0.0,7.0,1,5,0,0,0,0,28,0.9844591511084195,0.06856906534325889,136,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
arm,PRNG,clang,o0.elf,prng_arm_clang_O0.elf,lcg_pm_next,00010648,PRNG,1,1,2,0,0,0.0,22.0,0,2,0,0,0,0,22,1.2581042177364614,0.05319148936170213,80,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
